x,y,value
Jazz & Blues,Middle Eastern,0.264919741133474
Middle Eastern,Jazz & Blues,0.264919741133474
Dominican,Falafel,0.263336178532869
Falafel,Dominican,0.263336178532869
Falafel,Mediterranean,0.263169852286217
Mediterranean,Falafel,0.263169852286217
Cooking Classes,Middle Eastern,0.262744224573424
Middle Eastern,Cooking Classes,0.262744224573424
Dance Clubs,Delis,0.262216831587846
Delis,Dance Clubs,0.262216831587846
Fishing,Wine Bars,0.262100622150886
Wine Bars,Fishing,0.262100622150886
Italian,Jazz & Blues,0.261940796168315
Jazz & Blues,Italian,0.261940796168315
Caribbean,Filipino,0.261690118605194
Filipino,Caribbean,0.261690118605194
Breweries,Caribbean,0.261574328490605
Caribbean,Breweries,0.261574328490605
Active Life,Cooking Classes,0.259930842101546
Cooking Classes,Active Life,0.259930842101546
Food Delivery Services,Wine Bars,0.257952283755032
Wine Bars,Food Delivery Services,0.257952283755032
Delis,Filipino,0.257018086884363
Filipino,Delis,0.257018086884363
Cambodian,Fitness & Instruction,0.255953473493399
Fitness & Instruction,Cambodian,0.255953473493399
Cambodian,Meat Shops,0.255094495260366
Meat Shops,Cambodian,0.255094495260366
Dance Clubs,Dominican,0.254219992148667
Dominican,Dance Clubs,0.254219992148667
Dive Bars,Egyptian,0.252029016991248
Egyptian,Dive Bars,0.252029016991248
Latin American,Pubs,0.248893576054666
Pubs,Latin American,0.248893576054666
Food Court,Piano Bars,0.24738035284283
Piano Bars,Food Court,0.24738035284283
Persian/Iranian,Specialty Food,0.245885615786221
Specialty Food,Persian/Iranian,0.245885615786221
Personal Assistants,Vegetarian,0.245159057870146
Vegetarian,Personal Assistants,0.245159057870146
Food Delivery Services,Meat Shops,0.244868406510092
Meat Shops,Food Delivery Services,0.244868406510092
Event Planning & Services,Hobby Shops,0.244428945715234
Hobby Shops,Event Planning & Services,0.244428945715234
Cambodian,Country Dance Halls,0.243862234276508
Country Dance Halls,Cambodian,0.243862234276508
Delis,Event Planning & Services,0.243495013347619
Event Planning & Services,Delis,0.243495013347619
Cheese Shops,Vegetarian,0.243192182857602
Vegetarian,Cheese Shops,0.243192182857602
Hobby Shops,Latin American,0.237864919662222
Latin American,Hobby Shops,0.237864919662222
Cooking Classes,Cupcakes,0.237351920012771
Cupcakes,Cooking Classes,0.237351920012771
Laotian,Personal Assistants,0.234944950212466
Personal Assistants,Laotian,0.234944950212466
Breweries,Indonesian,0.234480842255351
Indonesian,Breweries,0.234480842255351
Dive Bars,Jazz & Blues,0.233014751799328
Jazz & Blues,Dive Bars,0.233014751799328
Jazz & Blues,Wine Bars,0.230450614372623
Wine Bars,Jazz & Blues,0.230450614372623
Beer Bar,Ethnic Food,0.229021532643171
Ethnic Food,Beer Bar,0.229021532643171
Dominican,Italian,0.228882093444911
Italian,Dominican,0.228882093444911
Pubs,Wine Bars,0.22815490685147
Wine Bars,Pubs,0.22815490685147
Cuban,Persian/Iranian,0.227471413255297
Persian/Iranian,Cuban,0.227471413255297
Caribbean,Shanghainese,0.227292718953481
Shanghainese,Caribbean,0.227292718953481
Dance Clubs,Ethnic Food,0.227276251585312
Ethnic Food,Dance Clubs,0.227276251585312
Fast Food,Personal Assistants,0.227032183541993
Personal Assistants,Fast Food,0.227032183541993
Ethnic Food,Shanghainese,0.226814615456108
Shanghainese,Ethnic Food,0.226814615456108
Bangladeshi,Indonesian,0.225975449723261
Indonesian,Bangladeshi,0.225975449723261
Filipino,Mediterranean,0.221924669022744
Mediterranean,Filipino,0.221924669022744
Egyptian,Italian,0.22146385050675
Italian,Egyptian,0.22146385050675
Cuban,Live/Raw Food,0.22134469020907
Live/Raw Food,Cuban,0.22134469020907
Bangladeshi,Country Dance Halls,0.220641626123729
Country Dance Halls,Bangladeshi,0.220641626123729
Active Life,Dominican,0.220420356342295
Dominican,Active Life,0.220420356342295
Fitness & Instruction,Piano Bars,0.215043603092409
Piano Bars,Fitness & Instruction,0.215043603092409
Filipino,Nail Salons,0.213935955071421
Nail Salons,Filipino,0.213935955071421
Ethnic Food,Gelato,0.212673404817061
Gelato,Ethnic Food,0.212673404817061
Cambodian,Persian/Iranian,0.212074173311922
Persian/Iranian,Cambodian,0.212074173311922
Ethnic Food,Indonesian,0.211833790558585
Indonesian,Ethnic Food,0.211833790558585
Delis,Latin American,0.211718792562922
Latin American,Delis,0.211718792562922
Ethnic Food,Laotian,0.211224312375743
Laotian,Ethnic Food,0.211224312375743
Caribbean,Spanish,0.211082242774702
Spanish,Caribbean,0.211082242774702
Mediterranean,Nail Salons,0.207091308241459
Nail Salons,Mediterranean,0.207091308241459
Jazz & Blues,Pubs,0.205935006022514
Pubs,Jazz & Blues,0.205935006022514
Art Galleries,Food Delivery Services,0.205855065271275
Food Delivery Services,Art Galleries,0.205855065271275
Cooking Classes,Falafel,0.205007923041607
Falafel,Cooking Classes,0.205007923041607
Cupcakes,Event Planning & Services,0.204139447918546
Event Planning & Services,Cupcakes,0.204139447918546
Cafes,Live/Raw Food,0.200471944813822
Live/Raw Food,Cafes,0.200471944813822
Dominican,Mediterranean,0.199503375283679
Mediterranean,Dominican,0.199503375283679
Beer Bar,Shanghainese,0.199209271911219
Shanghainese,Beer Bar,0.199209271911219
Dominican,Food Delivery Services,0.198242143332076
Food Delivery Services,Dominican,0.198242143332076
Beer Bar,Laotian,0.197559752078213
Laotian,Beer Bar,0.197559752078213
Bangladeshi,Mediterranean,0.196997660021816
Mediterranean,Bangladeshi,0.196997660021816
Live/Raw Food,Meat Shops,0.196587863065793
Meat Shops,Live/Raw Food,0.196587863065793
Breweries,Meat Shops,0.196288181928133
Meat Shops,Breweries,0.196288181928133
Active Life,Persian/Iranian,0.195841113157518
Persian/Iranian,Active Life,0.195841113157518
Beer Bar,Fast Food,0.19567330885377
Fast Food,Beer Bar,0.19567330885377
Fitness & Instruction,Latin American,0.193629551151521
Latin American,Fitness & Instruction,0.193629551151521
Brazilian,Fitness & Instruction,0.192668250383023
Fitness & Instruction,Brazilian,0.192668250383023
Personal Assistants,Piano Bars,0.189366425350068
Piano Bars,Personal Assistants,0.189366425350068
Nail Salons,Wine Bars,0.189187132741323
Wine Bars,Nail Salons,0.189187132741323
Food Delivery Services,Indonesian,0.188088783073633
Indonesian,Food Delivery Services,0.188088783073633
Cafes,Mediterranean,0.185573974652686
Mediterranean,Cafes,0.185573974652686
Food Delivery Services,Hobby Shops,0.185398055104559
Hobby Shops,Food Delivery Services,0.185398055104559
Art Galleries,Gelato,0.183086162349135
Gelato,Art Galleries,0.183086162349135
Cooking Classes,Ethnic Food,0.182858349072228
Ethnic Food,Cooking Classes,0.182858349072228
Brazilian,Hobby Shops,0.181175138114885
Hobby Shops,Brazilian,0.181175138114885
Food Delivery Services,Specialty Food,0.179796513233841
Specialty Food,Food Delivery Services,0.179796513233841
Cambodian,Laotian,0.179438993452286
Laotian,Cambodian,0.179438993452286
Filipino,Personal Assistants,0.178976706664811
Personal Assistants,Filipino,0.178976706664811
Caribbean,Latin American,0.178448255356687
Latin American,Caribbean,0.178448255356687
Fitness & Instruction,Persian/Iranian,0.177023114589756
Persian/Iranian,Fitness & Instruction,0.177023114589756
Filipino,Italian,0.176551121586815
Italian,Filipino,0.176551121586815
Meat Shops,Mediterranean,0.174693149404707
Mediterranean,Meat Shops,0.174693149404707
Laotian,Piano Bars,0.172821282898842
Piano Bars,Laotian,0.172821282898842
Cooking Classes,Dominican,0.172082570108282
Dominican,Cooking Classes,0.172082570108282
Dive Bars,Spanish,0.171559758076022
Spanish,Dive Bars,0.171559758076022
Bangladeshi,Dance Clubs,0.171476697324641
Dance Clubs,Bangladeshi,0.171476697324641
Egyptian,Indonesian,0.170307488749134
Indonesian,Egyptian,0.170307488749134
Brazilian,Fishing,0.16975161172619
Fishing,Brazilian,0.16975161172619
Event Planning & Services,Piano Bars,0.169577142244096
Piano Bars,Event Planning & Services,0.169577142244096
Filipino,Jazz & Blues,0.166167682149321
Jazz & Blues,Filipino,0.166167682149321
Indonesian,Persian/Iranian,0.165751964662276
Persian/Iranian,Indonesian,0.165751964662276
Cafes,Pubs,0.165733442103582
Pubs,Cafes,0.165733442103582
Art Galleries,Spanish,0.165704716318195
Spanish,Art Galleries,0.165704716318195
Cupcakes,Indonesian,0.165585172408503
Indonesian,Cupcakes,0.165585172408503
Brazilian,Mediterranean,0.165417587055655
Mediterranean,Brazilian,0.165417587055655
Jazz & Blues,Mediterranean,0.165096880236449
Mediterranean,Jazz & Blues,0.165096880236449
Breweries,Falafel,0.16482109050598
Falafel,Breweries,0.16482109050598
Latin American,Mediterranean,0.164481218310216
Mediterranean,Latin American,0.164481218310216
Active Life,Wine Bars,0.164394848796623
Wine Bars,Active Life,0.164394848796623
Italian,Shanghainese,0.164208891516732
Shanghainese,Italian,0.164208891516732
Cambodian,Food Court,0.163666653460674
Food Court,Cambodian,0.163666653460674
Art Galleries,Cafes,0.16363879630629
Cafes,Art Galleries,0.16363879630629
Fast Food,Jazz & Blues,0.163599171617325
Jazz & Blues,Fast Food,0.163599171617325
Fishing,Food Court,0.163135396118034
Food Court,Fishing,0.163135396118034
Gelato,Live/Raw Food,0.163121903759348
Live/Raw Food,Gelato,0.163121903759348
Cafes,Meat Shops,0.163082550636598
Meat Shops,Cafes,0.163082550636598
Bangladeshi,Breweries,0.163074693677546
Breweries,Bangladeshi,0.163074693677546
Cheese Shops,Delis,0.162936086025692
Delis,Cheese Shops,0.162936086025692
Bangladeshi,Fast Food,0.162886378862345
Fast Food,Bangladeshi,0.162886378862345
Delis,Dive Bars,0.162719883281243
Dive Bars,Delis,0.162719883281243
Active Life,Jazz & Blues,0.16223625846369
Jazz & Blues,Active Life,0.16223625846369
Falafel,Wine Bars,0.162171971763742
Wine Bars,Falafel,0.162171971763742
Laotian,Specialty Food,0.162108970750429
Specialty Food,Laotian,0.162108970750429
Cambodian,Pubs,0.162107100098427
Pubs,Cambodian,0.162107100098427
Brazilian,Food Delivery Services,0.16204046507971
Food Delivery Services,Brazilian,0.16204046507971
Falafel,Meat Shops,0.161588813311203
Meat Shops,Falafel,0.161588813311203
Delis,Jazz & Blues,0.161584318719283
Jazz & Blues,Delis,0.161584318719283
Cuban,Fitness & Instruction,0.161579272315698
Fitness & Instruction,Cuban,0.161579272315698
Dive Bars,Pubs,0.161429128463701
Pubs,Dive Bars,0.161429128463701
Food Court,Live/Raw Food,0.160981061433129
Live/Raw Food,Food Court,0.160981061433129
Beer Bar,Personal Assistants,0.160811433435998
Personal Assistants,Beer Bar,0.160811433435998
Cooking Classes,Personal Assistants,0.160706845711109
Personal Assistants,Cooking Classes,0.160706845711109
Cupcakes,Italian,0.160417186732934
Italian,Cupcakes,0.160417186732934
Bangladeshi,Wine Bars,0.160313444590742
Wine Bars,Bangladeshi,0.160313444590742
Fast Food,Laotian,0.160285041784904
Laotian,Fast Food,0.160285041784904
Dive Bars,Food Court,0.16013618955364
Food Court,Dive Bars,0.16013618955364
Caribbean,Piano Bars,0.160003991282001
Piano Bars,Caribbean,0.160003991282001
Beer Bar,Cafes,0.159777170192351
Cafes,Beer Bar,0.159777170192351
Mediterranean,Wine Bars,0.159347344790892
Wine Bars,Mediterranean,0.159347344790892
Cheese Shops,Hot Pot,0.158624150252197
Hot Pot,Cheese Shops,0.158624150252197
Delis,Fishing,0.158466001683781
Fishing,Delis,0.158466001683781
Caribbean,Cuban,0.158104000900633
Cuban,Caribbean,0.158104000900633
Meat Shops,Spanish,0.158049045074308
Spanish,Meat Shops,0.158049045074308
Food Delivery Services,Italian,0.158040965586845
Italian,Food Delivery Services,0.158040965586845
Bangladeshi,Fitness & Instruction,0.157908267756769
Fitness & Instruction,Bangladeshi,0.157908267756769
Cupcakes,Fast Food,0.157722208079649
Fast Food,Cupcakes,0.157722208079649
Country Dance Halls,Dance Clubs,0.157617246667856
Dance Clubs,Country Dance Halls,0.157617246667856
Cafes,Cooking Classes,0.157563002747953
Cooking Classes,Cafes,0.157563002747953
Dance Clubs,Jazz & Blues,0.157418771040791
Jazz & Blues,Dance Clubs,0.157418771040791
Cooking Classes,Pubs,0.157414805804109
Pubs,Cooking Classes,0.157414805804109
Country Dance Halls,Hobby Shops,0.157241257860574
Hobby Shops,Country Dance Halls,0.157241257860574
Falafel,Gelato,0.15714780730577
Gelato,Falafel,0.15714780730577
Shanghainese,Vegetarian,0.157138831310144
Vegetarian,Shanghainese,0.157138831310144
Country Dance Halls,Jazz & Blues,0.157088945689451
Jazz & Blues,Country Dance Halls,0.157088945689451
Indonesian,Pubs,0.156860023586486
Pubs,Indonesian,0.156860023586486
Hobby Shops,Middle Eastern,0.156395266043683
Middle Eastern,Hobby Shops,0.156395266043683
Art Galleries,Hot Pot,0.156253201364991
Hot Pot,Art Galleries,0.156253201364991
Breweries,Nail Salons,0.155829270306261
Nail Salons,Breweries,0.155829270306261
Cheese Shops,Meat Shops,0.155820791331745
Meat Shops,Cheese Shops,0.155820791331745
Filipino,Food Delivery Services,0.155554223418474
Food Delivery Services,Filipino,0.155554223418474
Art Galleries,Dance Clubs,0.155317821129261
Dance Clubs,Art Galleries,0.155317821129261
Bangladeshi,Shanghainese,0.155143516254648
Shanghainese,Bangladeshi,0.155143516254648
Hobby Shops,Mediterranean,0.155130940470584
Mediterranean,Hobby Shops,0.155130940470584
Breweries,Food Court,0.154307102253478
Food Court,Breweries,0.154307102253478
Country Dance Halls,Event Planning & Services,0.153964910687627
Event Planning & Services,Country Dance Halls,0.153964910687627
Cheese Shops,Country Dance Halls,0.153627838603916
Country Dance Halls,Cheese Shops,0.153627838603916
Falafel,Jazz & Blues,0.153595208500391
Jazz & Blues,Falafel,0.153595208500391
Spanish,Specialty Food,0.153424545515663
Specialty Food,Spanish,0.153424545515663
Breweries,Jazz & Blues,0.15341822165654
Jazz & Blues,Breweries,0.15341822165654
Dominican,Indonesian,0.153249858236705
Indonesian,Dominican,0.153249858236705
Brazilian,Event Planning & Services,0.153000107159864
Event Planning & Services,Brazilian,0.153000107159864
Middle Eastern,Vegetarian,0.152662836077613
Vegetarian,Middle Eastern,0.152662836077613
Event Planning & Services,Shanghainese,0.152567935458756
Shanghainese,Event Planning & Services,0.152567935458756
Country Dance Halls,Meat Shops,0.15248758720778
Meat Shops,Country Dance Halls,0.15248758720778
Italian,Meat Shops,0.152348084076637
Meat Shops,Italian,0.152348084076637
Dominican,Ethnic Food,0.152238241988548
Ethnic Food,Dominican,0.152238241988548
Jazz & Blues,Laotian,0.152215776137856
Laotian,Jazz & Blues,0.152215776137856
Jazz & Blues,Piano Bars,0.152168340599053
Piano Bars,Jazz & Blues,0.152168340599053
Gelato,Pubs,0.152166602808531
Pubs,Gelato,0.152166602808531
Caribbean,Specialty Food,0.152008143320152
Specialty Food,Caribbean,0.152008143320152
Latin American,Wine Bars,0.151972685451454
Wine Bars,Latin American,0.151972685451454
Cuban,Pubs,0.151722296878632
Pubs,Cuban,0.151722296878632
Dive Bars,Vegetarian,0.15170965212999
Vegetarian,Dive Bars,0.15170965212999
Brazilian,Pubs,0.151513262563716
Pubs,Brazilian,0.151513262563716
Breweries,Dominican,0.151169664451459
Dominican,Breweries,0.151169664451459
Cafes,Dance Clubs,0.150939733832796
Dance Clubs,Cafes,0.150939733832796
Laotian,Mediterranean,0.150768212506224
Mediterranean,Laotian,0.150768212506224
Fishing,Mediterranean,0.15069283734795
Mediterranean,Fishing,0.15069283734795
Caribbean,Persian/Iranian,0.150599691481887
Persian/Iranian,Caribbean,0.150599691481887
Filipino,Food Court,0.149994207568687
Food Court,Filipino,0.149994207568687
Latin American,Piano Bars,0.149815229930891
Piano Bars,Latin American,0.149815229930891
Food Court,Pubs,0.14930541081601
Pubs,Food Court,0.14930541081601
Dive Bars,Shanghainese,0.14855497729915
Shanghainese,Dive Bars,0.14855497729915
Hot Pot,Latin American,0.148438891380003
Latin American,Hot Pot,0.148438891380003
Caribbean,Event Planning & Services,0.148429052242251
Event Planning & Services,Caribbean,0.148429052242251
Fast Food,Food Delivery Services,0.14809542505317
Food Delivery Services,Fast Food,0.14809542505317
Hobby Shops,Vegetarian,0.147871483416963
Vegetarian,Hobby Shops,0.147871483416963
Fishing,Live/Raw Food,0.14744512475731
Live/Raw Food,Fishing,0.14744512475731
Meat Shops,Piano Bars,0.147340950890875
Piano Bars,Meat Shops,0.147340950890875
Beer Bar,Hot Pot,0.147066610125927
Hot Pot,Beer Bar,0.147066610125927
Active Life,Mediterranean,0.146956833847477
Mediterranean,Active Life,0.146956833847477
Brazilian,Delis,0.146920791494174
Delis,Brazilian,0.146920791494174
Hot Pot,Italian,0.146806714392293
Italian,Hot Pot,0.146806714392293
Filipino,Hot Pot,0.14674566267213
Hot Pot,Filipino,0.14674566267213
Active Life,Cuban,0.146530864987057
Cuban,Active Life,0.146530864987057
Dance Clubs,Mediterranean,0.146381748477003
Mediterranean,Dance Clubs,0.146381748477003
Cambodian,Event Planning & Services,0.14629412233201
Event Planning & Services,Cambodian,0.14629412233201
Hot Pot,Live/Raw Food,0.145353195760423
Live/Raw Food,Hot Pot,0.145353195760423
Dominican,Hot Pot,0.145319703933226
Hot Pot,Dominican,0.145319703933226
Food Court,Hobby Shops,0.145266582159902
Hobby Shops,Food Court,0.145266582159902
Art Galleries,Breweries,0.145255712683812
Breweries,Art Galleries,0.145255712683812
Brazilian,Food Court,0.145066277693814
Food Court,Brazilian,0.145066277693814
Egyptian,Vegetarian,0.145046208725883
Vegetarian,Egyptian,0.145046208725883
Piano Bars,Shanghainese,0.144393268661753
Shanghainese,Piano Bars,0.144393268661753
Active Life,Latin American,0.144375315409833
Latin American,Active Life,0.144375315409833
Cooking Classes,Indonesian,0.144334671639302
Indonesian,Cooking Classes,0.144334671639302
Laotian,Nail Salons,0.144115169216599
Nail Salons,Laotian,0.144115169216599
Ethnic Food,Specialty Food,0.14396464194332
Specialty Food,Ethnic Food,0.14396464194332
Hot Pot,Laotian,0.143654108456016
Laotian,Hot Pot,0.143654108456016
Brazilian,Falafel,0.143535928307905
Falafel,Brazilian,0.143535928307905
Cooking Classes,Specialty Food,0.143507757456397
Specialty Food,Cooking Classes,0.143507757456397
Cheese Shops,Dance Clubs,0.143272253746876
Dance Clubs,Cheese Shops,0.143272253746876
Breweries,Food Delivery Services,0.143117548955561
Food Delivery Services,Breweries,0.143117548955561
Cooking Classes,Italian,0.142963107306901
Italian,Cooking Classes,0.142963107306901
Beer Bar,Italian,0.142956896727762
Italian,Beer Bar,0.142956896727762
Fast Food,Meat Shops,0.142914224872092
Meat Shops,Fast Food,0.142914224872092
Active Life,Shanghainese,0.14290197952141
Shanghainese,Active Life,0.14290197952141
Dominican,Gelato,0.142562784966961
Gelato,Dominican,0.142562784966961
Indonesian,Vegetarian,0.142516539186231
Vegetarian,Indonesian,0.142516539186231
Country Dance Halls,Pubs,0.142423728929124
Pubs,Country Dance Halls,0.142423728929124
Latin American,Nail Salons,0.142409971469188
Nail Salons,Latin American,0.142409971469188
Food Court,Italian,0.142272004318748
Italian,Food Court,0.142272004318748
Piano Bars,Pubs,0.141838606739824
Pubs,Piano Bars,0.141838606739824
Delis,Gelato,0.141810222727015
Gelato,Delis,0.141810222727015
Art Galleries,Indonesian,0.141328100980223
Indonesian,Art Galleries,0.141328100980223
Hobby Shops,Meat Shops,0.14124893303363
Meat Shops,Hobby Shops,0.14124893303363
Dominican,Spanish,0.141167583376204
Spanish,Dominican,0.141167583376204
Beer Bar,Cupcakes,0.141108034994006
Cupcakes,Beer Bar,0.141108034994006
Mediterranean,Persian/Iranian,0.141075613123304
Persian/Iranian,Mediterranean,0.141075613123304
Fishing,Pubs,0.140882684114236
Pubs,Fishing,0.140882684114236
Filipino,Meat Shops,0.140852849974342
Meat Shops,Filipino,0.140852849974342
Dive Bars,Dominican,0.140681604528689
Dominican,Dive Bars,0.140681604528689
Food Court,Shanghainese,0.140160633638934
Shanghainese,Food Court,0.140160633638934
Hot Pot,Jazz & Blues,0.140123077374532
Jazz & Blues,Hot Pot,0.140123077374532
Art Galleries,Latin American,0.139993354556399
Latin American,Art Galleries,0.139993354556399
Mediterranean,Shanghainese,0.139959727569673
Shanghainese,Mediterranean,0.139959727569673
Meat Shops,Nail Salons,0.13992505729684
Nail Salons,Meat Shops,0.13992505729684
Fishing,Jazz & Blues,0.139858273578667
Jazz & Blues,Fishing,0.139858273578667
