name,latitude_deg,longitude_deg,iso_country,municipality,elevation_ft
Wagner Farm Airport,46.671600341796875,-96.57530212402344,US,Barnesville,935
Harrison Private Airport,37.85279846191406,-91.64679718017578,US,Rolla,1050
Greensboro North Airport,36.25360107421875,-79.90809631347656,US,Greensboro,900
Frevert Airstrip,42.514198303222656,-97.58090209960938,US,Wausa,1800
Dew Airpark,42.23590087890625,-78.21170043945312,US,Cuba,2100
Wright's Field,40.19029998779297,-81.9739990234375,US,Conesville,770
Verhoff Airport,41.07310104370117,-84.21269989013672,US,Continental,728
Jones Air Park,35.272300720214844,-96.88169860839844,US,Tecumseh,1100
Jasper Ridge Airstrip,44.003299713134766,-122.87999725341797,US,Springfield/Jasper,1125
Ruckman Field,36.47700119018555,-87.13980102539062,US,Clarksville,660
Bevoni-Flying B Airport,33.72090148925781,-96.86139678955078,US,Whitesboro,763
Bob's Field,45.95640182495117,-121.49800109863281,US,Trout Lake,1650
Holland Air Park,44.03219985961914,-91.29959869384766,US,Holmen,730
Mill Iron Ranch South Airport,34.8918056,-100.1203194,US,Wellington,2097
Beech Creek Airport,33.182498931884766,-91.62830352783203,US,Hamburg,175
Sarita Airport,32.93560028076172,-111.48500061035156,US,Coolidge,1464
Billy Joe Airport,33.50699996948242,-117.07099914550781,US,Temecula,1350
Lyall-Roberts Airport,33.324501037597656,-116.98999786376953,US,Escondido,925
Arnold Ranch Airport,36.914398193359375,-119.78600311279297,US,Fresno,382
Flying Harness Farms Airport,29.718599319458008,-82.84459686279297,US,Bell,78
Blue Bird Field,34.90039825439453,-84.77850341796875,US,Crandall,800
Troy Skypark Airport,39.99089813232422,-84.27050018310547,US,Troy,930
Hungry Ridge Ranch Airport,45.782417,-115938,US,Grangeville,4599
Winn Field,41.17559814453125,-86.37359619140625,US,Culver,808
Minder Airport,40.133399963378906,-89.32510375976562,US,Lincoln,600
Felix Airport,40.29169845581055,-86.7802963256836,US,Stockwell,750
Hilbert Airport,42.33219909667969,-88.60559844970703,US,Marengo,890
Bar P Ranch Airport,37.481998443603516,-96.33779907226562,US,Howard,1060
Wayne Brown Airport,31.727699279785156,-91.58290100097656,US,Clayton,59
Dale Curten Farm Airport,38.04779815673828,-89.99710083007812,US,Modoc,615
Hornersville Memorial Airport,36.04169845581055,-90.15010070800781,US,Hornersville,248
Handleman Sky Ranch Airport,42.85279846191406,-83.22769927978516,US,Oxford,1150
Nagel and Schultz Airport,44.58219909667969,-93.80159759521484,US,Belle Plaine,970
Mayes Homestead Airport,39.57500076293945,-94.18360137939453,US,Polo,1000
Garrison Dam Recreational Airpark,47.48310089111328,-101.40899658203125,US,Riverdale,1723
Sunset Strip,47.231998443603516,-102.50900268554688,US,Dunn Center,2360
Watermeier Airport,40.6077995300293,-96.30780029296875,US,Burr,1100
Cole Airfield,40.82509994506836,-82.79679870605469,US,Crestline,1100
Vey Sheep Ranch Airport,45.09320068359375,-118.39900207519531,US,Starkey,4158
Roadcap Airport,40.78839874267578,-77.1061019897461,US,Middleburg,731
Fort Peck Airport,48.005001068115234,-106.48200225830078,US,Fort Peck,2290
Johnnie Volk Field,29.360200881958008,-95.00990295410156,US,Hitchcock,13
Skinner Airport,32.990699768066406,-96.04000091552734,US,Greenville,460
Yates Field,31.32159996032715,-98.8656005859375,US,San Saba,1400
Brisson Airport,43.86859893798828,-73.31809997558594,US,Shoreham,320
Baumann Farm Inc. Airport,46.8317985534668,-118.46199798583984,US,Washtucna,1600
Docken Field,42.9911003112793,-89.75350189208984,US,Mount Horeb,1230
Skydive Houston Airport,29.99340057373047,-95.9302978515625,US,Waller,235
Lake Whitney Country Club Airport,32.00019836425781,-97.41699981689453,US,Whitney,627
Mels Airport,61.5625,-149.66799926757812,US,Wasilla,340
Williams Field,36.11880111694336,-94.46820068359375,US,Siloam Springs,1150
Peabody Bedard Field,36.47169876098633,-110.41799926757812,US,Kayenta,6564
Cain Field,43.599998474121094,-85.49310302734375,US,Stanwood,889
Cashen Airport,35.69160079956055,-119.48899841308594,US,Wasco,225
Riego Flight Strip,38.75410079956055,-121.56300354003906,US,Verona,21
Sanborn Airport,39.10929870605469,-121.88400268554688,US,Meridian,36
Blue Springs Airport,30.48349952697754,-83.2499008178711,US,Madison,95
Weller Airport,40.09120178222656,-83.68939971923828,US,Urbana,1150
Sky Ranch North Airport,43.5094444444,-116.667916667,US,Nampa,2750
Hampton Field,39.728611,-86.823056,US,Greencastle,895
Fuller Field,39.902000427246094,-86.36309814453125,US,Brownsburg,910
Winchester Airport,40.582000732421875,-91.3584976196289,US,Nauvoo,685
Lucas Airport,39.0620002746582,-98.52529907226562,US,Lucas,1485
Savute Airport,37.777801513671875,-97.27749633789062,US,Kechi,1400
Whiteville Airport,30.784400939941406,-92.18229675292969,US,Ville Platte,43
Ace Flying Airport,30.2367000579834,-91.82969665527344,US,Parks,23
Chicora Field,42.46689987182617,-85.97920227050781,US,Allegan,700
Chandler Personal Use Airport,47.41109848022461,-94.77249908447266,US,Bemidji,1380
Barber Airport,39.25559997558594,-90.85569763183594,US,Annada,480
Smyrna Airport,39.3036003112793,-75.58390045166016,US,Smyrna,18
Schroeder Private Airport,47.097999572753906,-97.40119934082031,US,Erie,1140
Boardman Aerial Airport,40.75360107421875,-97.85140228271484,US,Henderson,1720
Greenlawn Farm Airport,42.54869842529297,-76.95800018310547,US,Dundee,1010
Industry Air Park,39.84479904174805,-82.57959747314453,US,Baltimore,877
Ronshausen Airport,39.68510055541992,-83.0718994140625,US,Darbyville,750
Aerequus Airport,40.390899658203125,-75.01409912109375,US,Solebury,390
Waisley Airport,42.000099182128906,-80.16649627685547,US,Mc Kean,950
La Dolce Terra Airport,35.177778,-81.747778,US,Gaffney,890
Sugar Grove Airport,36.625301361083984,-86.27330017089844,US,Westmoreland,800
Arthur Municipal Airport,41.56169891357422,-101.71099853515625,US,Arthur,3646
Lynden Airport,48.95589828491211,-122.45800018310547,US,Lynden,106
Blakely Island Airport,48.578998565700005,-122.825996399,US,Blakely Island,66
Northport Airport,44.38859939575195,-88.85260009765625,US,Royalton,800
River's Edge Farm Airport,39.32529830932617,-78.42559814453125,US,Capon Bridge,810
San Rafael Ranch Airport,26.815200805664062,-98.47930145263672,US,Santa Elena,312
Gilmore Strip,61.58599853515625,-149.23599243164062,US,Palmer,340
Twin Cities Airport,35.417198181152344,-94.32640075683594,US,Van Buren,410
Lukachukai Airport,36.40060043334961,-109.25700378417969,US,Lukachukai,6433
Flying M Ranch Airport,38.487998962402344,-107.67400360107422,US,Montrose,7200
Sanders Ranch Airport,29.662500381469727,-82.0093002319336,US,Melrose,150
Ancient Oaks Airport,29.729400634765625,-83.35350036621094,US,Steinhatchee,26
Avoca Airport,43.029998779299994,-82.66940307620001,US,Avoca,726
Husband Field,41.67940139770508,-94.02020263671875,US,Dallas Center,1010
Albion Municipal Airport,42.397701263427734,-113.55799865722656,US,Albion,4777
Miller Field,41.514801025390625,-85.55220031738281,US,Topeka,957
Mason Airport,40.09389877319336,-89.36289978027344,US,Lincoln,591
Roberts Field,40.00230026245117,-85.42890167236328,US,Sulphur Springs,1085
Hagi Landing Area Airport,41.11000061035156,-88.79560089111328,US,Streator,620
Pomona Lake Airport,38.69200134277344,-95.69000244140625,US,Lyndon,1050
Rolling Meadows Airport,38.78609848022461,-95.30750274658203,US,Worden,1050
Whitaker Ultralightport,30.58833333,-92.23055556,US,Chataignier,65
Sullivan Airport,40.401389,-91.303056,US,Hamilton,635
Huber Airport,46.168800354003906,-88.17240142822266,US,Crystal Falls,1418
Anthony Private Airport,47.03689956665039,-91.71050262451172,US,Two Harbors,1000
Gardner Airport,37.11869812011719,-93.20490264892578,US,Springfield,1325
Crosswind Meadows Airport,40.81230163574219,-81.05509948730469,US,Minerva,1160
Paradise Air Haven Airport,35.11149978637695,-97.47930145263672,US,Goldsby,1205
Strom Field,46.55039978027344,-122.26699829101562,US,Morton,941
Gehris Airport,40.317298889160156,-75.29049682617188,US,Souderton,570
Nelson's Run Airport,41.21590042114258,-80.19760131835938,US,Mercer,1305
Flyin' B Airport,29.537700653076172,-95.42379760742188,US,Houston,70
Tripp Creek Airport,43.06480026245117,-84.48919677734375,US,St Johns,717
Flying Tigers Airport,33.6525993347168,-95.65579986572266,US,Paris,588
Seminole Spraying Service Airport,32.718200683599996,-102.737998962,US,Seminole,3372
Big Sandy Airpark,36.279722,-88.043611,US,Big Sandy,632
Tailskid Ranch Airport,47.851898193359375,-117.78199768066406,US,Tum Tum,1910
S & S Ranch Airport,43.48469924926758,-90.61990356445312,US,Viola,1200
Flying-A-Ranch Airport,43.10499954223633,-86.12370300292969,US,Fruitport,630
Grove Hill Municipal Airport,31.689300537109375,-87.76139831542969,US,Grove Hill,478
Arlington Municipal Airport,44.39440155029297,-97.12310028076172,US,Arlington,1818
Deshka Landing Airport,61.71879959106445,-150.1959991455078,US,Willow,110
Niklason Lake Estates Airport,61.627498626708984,-149.28700256347656,US,Palmer,410
Songlo Vista Airport,62.56380081176758,-150.2209930419922,US,Talkeetna,825
Johnson Airport,60.63249969482422,-151.33999633789062,US,Kenai,102
Drift River Airport,60.588901519800004,-152.162002563,US,Kenai,30
B & B Boys Ranch Airport,61.592899322509766,-149.302001953125,US,Palmer,300
Laub Airport,61.76559829711914,-150.33900451660156,US,Willow,100
Boisselle's Strip,61.662498474121094,-149.39199829101562,US,Wasilla,400
River John Airport,61.941944,-151.036111,US,Skwentna,170
Flying H Ranch Airport,31.050399780273438,-85.685302734375,US,Hartford,264
Edwards Farm Airport,33.83530044555664,-85.76390075683594,US,Jacksonville,750
Town & Country Airpark,33.4901008605957,-86.4124984741211,US,Branchville,730
Flowers Field,32.28499984741211,-87.5199966430664,US,Thomaston,280
Flint River Ranch Airport,34.61920166015625,-86.46690368652344,US,Owens Crossroads,590
Frost Flying Inc Airport,34.83060073852539,-90.85330200195312,US,Marianna,240
Ridgeway Field,36.320098876953125,-93.20159912109375,US,Harrison,1400
Cypress Creek Airport,35.059600830078125,-92.08200073242188,US,Cabot,280
Four Mile Creek Ranch Airport,35.005699157714844,-92.07740020751953,US,Cabot,500
Tripp Strip,35.11790084838867,-91.61190032958984,US,Griffithville,210
Crystal Ridge Airport,34.728599548339844,-92.51640319824219,US,Little Rock,500
Taylor Field,36.28779983520508,-94.18669891357422,US,Lowell,1315
River Acres Airport,35.46670150756836,-91.966796875,US,Heber Springs,260
Quinn Field,36.051998138427734,-90.3583984375,US,Paragould,240
U of A Maricopa Ag Center Airport,33.0802993774,-111.983001709,US,Maricopa,1181
Hualapai Airport,35.572200775146484,-113.29199981689453,US,Peach Springs,5317
High Mesa Airpark,32.762298583984375,-109.65299987792969,US,Solomon,3080
Sterling Airport,42.425899505615234,-71.79290008544922,US,Sterling,459
Shady Acres Airport,47.07040023803711,-122.37100219726562,US,Spanaway,445
Mishawaka Pilots Club Airport,41.65700149536133,-86.03469848632812,US,Elkhart,755
Dixon Airport,34.92219924926758,-119.5260009765625,US,Cuyama,2440
Haws Airport,36.94160079956055,-120.24299621582031,US,Madera,192
Metz Airport,36.32830047607422,-121.18699645996094,US,Greenfield,240
Clark Ranch Airport,36.36330032348633,-121.30999755859375,US,Soledad,276
Meadow Airstrip,40.15639877319336,-122.302001953125,US,Red Bluff,345
Sky Island Ranch Airport,38.73749923706055,-108.00599670410156,US,Delta,5300
Cridler Field,38.84830093383789,-107.83300018310547,US,Hotchkiss,6460
Mertens Airport,40.61750030517578,-103.33300018310547,US,Sterling,4192
Tercio Ranch Airstrip,37.070899963378906,-105.01899719238281,US,Stonewall,7957
Dietrichs Airport,39.33250045776367,-104.56600189208984,US,Elizabeth,6780
Crivitz Municipal Airport,45.21419906616211,-88.07319641113281,US,Crivitz,731
Ephraim-Fish Creek Airport,45.135398864746094,-87.18589782714844,US,Ephraim,773
Bordner Airport,41.33599853515625,-83.72319793701172,US,Bowling Green,690
Dalton Airport,43.0525016784668,-83.80490112304688,US,Flushing,733
Pronger Bros Ranch Airport,36.21950149536133,-102.10399627685547,US,Stratford,3722
Skylane Airport,38.01169967651367,-87.5947036743164,US,Evansville,380
Excelsior Springs Memorial Airport,39.33720016479492,-94.19770050048828,US,Excelsior Springs,997
Forest Hill Airport,42.91230010986328,-84.67549896240234,US,Westphalia,775
Last Chance Ranch Airport,27.021699905395508,-81.45120239257812,US,Lake Placid,70
Florida Flying Gators Ultralightport,28.62779998779297,-81.80290222167969,US,Minneola,30
Tradewinds Aerodrome,28.76420021057129,-80.85389709472656,US,Scottsmoor,5
Franklin Flying Field,39.42639923095703,-86.05829620361328,US,Franklin,740
Mount Royal Airport,29.436100006103516,-81.65670013427734,US,Welaka,60
Two J's Flying Ranch Airport,28.452499389648438,-82.20780181884766,US,Dade City,60
Mills Ranch South Airport,27.77829933166504,-80.9218978881836,US,Kenansville,60
Hart Airport,30.946300506591797,-85.2738037109375,US,Malone,125
Gen-Airpark,41.43980026245117,-90.11009979248047,US,Geneseo,645
Butler Farm Show Airport,40.85260009765625,-79.97480010986328,US,Butler,1333
Grant Airport,33.52750015258789,-84.15689849853516,US,Stockbridge,790
Prattsburg Airport,32.725101470947266,-84.3582992553711,US,Talbotton,554
Warren Field,34.871111,-85.4375,US,Lookout Mountain,1866
Diamond R Ranch Airport,33.63710021972656,-84.93879699707031,US,Villa Rica,1213
Erlen Airport,33.57059860229492,-84.89830017089844,US,Whitesburg,1044
Rhodes Air Ranch Airport,33.162498474121094,-81.76830291748047,US,Waynesboro,195
Cauley's Airstrip,32.32939910888672,-82.63500213623047,US,Soperton,251
Vintage Field,33.13349914550781,-84.37740325927734,US,Zebulon,873
Broad River Air Park,34.41189956665039,-83.18419647216797,US,Carnesville,690
Fox Mountain Airport,34.72999954223633,-85.54190063476562,US,Rising Fawn,925
Eden Field,31.412700653076172,-81.43730163574219,US,Darien,30
Prater Ranch Airport,33.84349822998047,-82.47899627685547,US,Lincolnton,460
Holly Farm Airport,34.13999938964844,-84.37809753417969,US,Woodstock,900
Erie Air Park,41.67919921875,-90.07869720458984,US,Erie,600
Elwood Airport,40.25279998779297,-85.83329772949219,US,Elwood,866
Whites Airport,41.96080017089844,-93.11990356445312,US,Melbourne,1050
Robinson Airport,41.531898498535156,-95.94200134277344,US,Missouri Valley,1000
Kerr Airport,42.877201080322266,-95.88249969482422,US,Marcus,1450
Rake Airport,43.475799560546875,-93.9072036743164,US,Rake,1180
The Last Resort Airport,46.350675,-115977,US,Weippe,3155
Indian Creek Ranch Airport,43.47600173950195,-116.40399932861328,US,Kuna,2674
Terry's Airport,41.17020034790039,-85.42160034179688,US,Columbia City,850
Fremont (Murphy) Airport,41.6910848513,-84.864256382,US,Fremont,1050
Shenandoah Flying Field,39.41669845581055,-86.63580322265625,US,Gosport,720
Fifer Field,38.212799072265625,-87.91950225830078,US,Griffin,445
Basting Airport,41.08700180053711,-84.84110260009766,US,Woodburn,755
Stout Field,41.083900451660156,-86.77330017089844,US,Medaryville,700
Birkey Private Airport,41.442298889160156,-86.26110076904297,US,Bremen,796
Dick's Strip,41.0973014831543,-85.24220275878906,US,Arcola,850
Silver Creek Gliderport,38.9253005981,-89.66220092770001,US,New Douglas,595
Sweedler Airport,41.41230010986328,-88.04869842529297,US,Elwood,669
Home Free Airport,41.80339813232422,-89.02179718017578,US,Steward,819
Sugar Creek Farm Airport,40.26940155029297,-89.30220031738281,US,Atlanta,600
Dupouy Airport,40.4192008972168,-85.8561019897461,US,Point Isabel,860
Carlson Farm Airport,41.523101806640625,-87.16390228271484,US,Portage,690
Johnson Airport,40.775001525878906,-85.33889770507812,US,Markle,830
Pippenger Airport,41.316898345947266,-85.37139892578125,US,Albion,980
Holloway Field,38.588333,-85.505833,US,New Washington,750
Chain-O-Lakes Airport,41.662498474121094,-86.35420227050781,US,South Bend,743
Ddt Field,41.2047004699707,-86.3458023071289,US,Culver,823
Thomas Airport,40.15140151977539,-86.11920166015625,US,Cicero,890
Mc Coy Airport,39.7000007629,-89.2089996338,US,Blue Mound,615
Earp Airport,40.7406005859375,-90.66960144042969,US,Roseville,740
Noland RLA Restricted Landing Area,39.7333984375,-89.150100708,US,Blue Mound,600
Merkle Airport,42.28889846801758,-90.34539794921875,US,Hanover,970
Holmes Airport,39.68450164794922,-89.59870147705078,US,Pawnee,590
Davy Jones /Private/ Airport,38.2228012085,-88.8827972412,US,Bonnie,500
Foote Airport,41.086700439453125,-89.09590148925781,US,Wenona,650
Rinkenberger Restricted Landing Area,41.230899810800004,-89.61569976810001,US,Bradford,808
Davis Field,30.797500610351562,-82.02760314941406,US,Folkston,68
Hillsboro Municipal Airport,39.144500732421875,-89.45700073242188,US,Hillsboro,637
Kankakee Airport,41.099998474121094,-87.91670227050781,US,Kankakee,625
Mesa Verde Airport,39.155601501464844,-95.74330139160156,US,Topeka,1080
Rogers Airport,37.400001525878906,-97.19200134277344,US,Udall,1210
Eveleigh Farms Airport,37.767799377441406,-101.43499755859375,US,Ulysses,3207
High Point Airport,37.8427155871,-97.3514413834,US,Valley Center,1395
Berwick Airport,37.829200744628906,-97.3488998413086,US,Valley Center,1400
Reed-Wilsonton Airport,37.256500244140625,-95.33360290527344,US,Altamont,920
Lamar Field,37.89670181274414,-86.78939819335938,US,Hawesville,410
Goode Airpark,37.64139938354492,-87.13169860839844,US,Utica,395
Chesnut Knolls Airport,37.151100158691406,-84.25749969482422,US,London,1265
Mason Valley Airport,38.038299560546875,-85.3593978881836,US,Taylorsville,510
Craw Daddy Landing Airport,38.67279815673828,-85.18280029296875,US,Carrollton,460
Russell Airport,38.030601501464844,-86.23169708251953,US,Battletown,430
Eagle's Nest Airport,38.10329818725586,-86.45690155029297,US,Battletown,450
Miles Field,38125,-85125,US,Shelbyville,850
Flying M Ranch Airport,44.73830032348633,-83.37969970703125,US,Lincoln,830
Harrington Flying Service Airport,29.919700622558594,-92.24739837646484,US,Kaplan,10
Wilder Airport,30.558500289916992,-92.8042984008789,US,Kinder,55
La Coste Construction County Airport,30.502399444580078,-91.2428970336914,US,Baton Rouge,34
Little Pecan Island Airport,29.800199508666992,-92.80010223388672,US,Lake Arthur,5
Morgan Crop Service Nr 2 Airport,30.137699127197266,-93.07929992675781,US,Lake Charles,12
Open A-1 Ranch Airport,30.138500213623047,-93.22789764404297,US,Lake Charles,16
Morgan Crop Service Airport,30.229400634765625,-93.0885009765625,US,Lake Charles,12
Miller Airport,42.49169921875,-89.09590148925781,US,South Beloit,760
Herschel Hunter Airport,38.2223014831543,-89.70429992675781,US,Marissa,470
Kibler Airport,39.44609832763672,-87.64450073242188,US,Marshall,588
Pillow Hill Airport,42.447200775146484,-88.20149993896484,US,Spring Grove,815
Richardson Field,42.464500427246094,-88.23429870605469,US,Spring Grove,860
Bickel Airport,38335,-89.769722,US,New Athens,530
Mc Leansboro Airport,38.0741996765,-88.5375976562,US,Mc Leansboro,415
Compton Airport,38.80419921875,-89.60890197753906,US,Pocahontas,535
Bock Farms Airport,39.98640060424805,-89.51170349121094,US,Williamsville,592
Gastons Airport,36.34870147705078,-92.55709838867188,US,Lakeview,479
Moontown Airport,34.74729919433594,-86.4614028930664,US,Huntsville,650
Baines Airport,42.316200256347656,-73.03199768066406,US,Middlefield,1160
Westport Airport,41.5432014465332,-71.0353012084961,US,Westport,80
Burhans Memorial Airport,39.348201751708984,-77.33609771728516,US,Frederick,490
Fairview Airport,38.97760009765625,-76.63939666748047,US,Annapolis,150
Hidden Hills Airport,38.62120056152344,-75.84130096435547,US,Hurlock,20
West St Mary's Airport,38.18899917602539,-76.4468994140625,US,Drayden,50
Pokety Airport,38.612300872802734,-76.17109680175781,US,Cambridge,10
Chandler Airport,38.11819839477539,-76.39129638671875,US,Ridge,17
Doss Field,43.9370002746582,-85.02200317382812,US,Lake George,1050
South Fox Island Airport,45.399200439453125,-85.8301010131836,US,Northport,616
Innes Acres Airport,43.45000076293945,-83.02770233154297,US,Decker,775
Willie Run Airport,42.829200744628906,-83.36859893798828,US,Ortonville,1043
Stahlberg-Mohr Airport,47.44850158691406,-92.6448974609375,US,Iron Junction,1380
Honker Flats Airport,48.53889846801758,-95.9520034790039,US,Middle River,1190
Little Rock/Rock Port Airport,45.722999572753906,-94.19390106201172,US,Rice,1055
Blue Sky Airport,46.800498962402344,-96.59500122070312,US,Sabin,927
Aysta Field,45.522701263427734,-94.122802734375,US,St Cloud,1024
Schumacher Airport,44.9844017029,-93.9360961914,US,Oster,1020
Osceola Municipal Airport,38.01860046386719,-93.69309997558594,US,Osceola,900
Ultra Flight Airpark,38.69089889526367,-91.34100341796875,US,Berger,502
Penman Airport,36.450599670410156,-89.62809753417969,US,Portageville,287
Nimsick Airport,37.12810134887695,-94.21610260009766,US,Carthage,1095
Kitty Hawk Estates Airport,39.335601806640625,-94.48359680175781,US,Kearney,1000
Fairbanks Airport,40.08330154418945,-94.61689758300781,US,King City,1083
Fizzle Ridge Airport,40.031898498535156,-94.5376968383789,US,King City,1096
Thomas Field,34.80580139160156,-89.46089935302734,US,Holly Springs,485
Thunderfoot Ranch Airport,31.079099655151367,-90.02839660644531,US,Tylertown,390
Root Hog Airport,32.515899658203125,-90.3511962890625,US,Flora,220
Mitchell's Airport,33.30179977416992,-89.81430053710938,US,Vaiden,323
E E Lane Airport,32.554298400878906,-90.30290222167969,US,Flora,268
Fairview Farms Airport,32.94219970703125,-88.3635025024414,US,Scooba,170
Union Municipal Airport,32.5806999206543,-89.13619995117188,US,Union,512
Three Cross Ranch Airport,46.125556,-109365,US,Ryegate,3930
Newton Airport,41.02730178833008,-74.75849914550781,US,Newton,620
Mahnomen County Airport,47.2599983215332,-95.9281005859375,US,Mahnomen,1244
Alamo Navajo Airport,34.36280059814453,-107.49600219726562,US,Alamo,6460
Erickson Airport,47.41669845581055,-97.5114974975586,US,Clifford,1095
Lorentzen Airport,47.302799224853516,-101.06700134277344,US,Washburn,1790
Risovi Ranch Strip,47.770599365234375,-99.46179962158203,US,Hamberg,1560
Clyde Valley Airport,35.690399169921875,-81.7123031616211,US,Morganton,1100
Welborn Farm Airport,36.20539855957031,-80.65840148925781,US,Boonville,1030
Tucker Field,35.24689865112305,-80.40750122070312,US,Locust,645
Mc Donald Field,35.05350113,-80.40899658,US,Marshville,545
Flying Bj Airport,35.812198638916016,-81.06999969482422,US,Stony Point,1000
Mc Cachren Field,35.3117980957,-80.644203186,US,Harrisburg,565
Maxwell Airport,36.5192985534668,-81.13670349121094,US,Sparta,3050
Womble Field,35.875099182128906,-79.08719635009766,US,Chapel Hill,475
Gage Flying Farmer Airport,47.061100006103516,-97.77120208740234,US,Oriska,1235
Phillips Private Airport,42.327701568603516,-103.19400024414062,US,Hemingford,4370
Wells Airport,40.5,-99.31700134277344,US,Holdrege,2275
Burkinshaw Field,42.96670150756836,-99.26699829101562,US,Jamison,2200
Pawlet Ranch Airport,41.8291015625,-102.34300231933594,US,Lakeside,3850
Phelps Airport,41.041099548339844,-103.06800079345703,US,Lorenzo,4400
Pemberton Airport,39.98210144042969,-74.69270324707031,US,Pemberton,65
Mock Airport,40.53340148925781,-74.91629791259766,US,Quakertown,560
Inductotherm Airport,40.015098571777344,-74.84290313720703,US,Rancocas,65
Allen Airstrip,39.9411125183,-74.77083587650002,US,Vincentown,51
Mc Kinney Airport,43.2030982971,-77.90249633790002,US,Brockport,547
Laska Airport,42.027801513671875,-79.19419860839844,US,Jamestown,1480
Secret Spot Airport,44.61669921875,-73.46530151367188,US,Plattsburgh,155
Tuscarora Plateau Airport,42.637001037597656,-77.88390350341797,US,Tuscarora,900
B Flat Farm Airport,42.14059829711914,-73.61190032958984,US,Copake,800
North Omaha Airport,41.36830139160156,-96.02249908447266,US,Omaha,1322
Napoleon Airport,42.1708984375,-84.25969696044922,US,Napoleon,963
Transylvania County Airport,35.270278,-82.644167,US,Brevard,2110
The Ranch Airport,42.827301025390625,-74.40399932861328,US,Charleston,1110
De Ronda Airport,42.859798431396484,-74.82430267333984,US,Springfield,1650
Di Stefano Airpark,42.922000885009766,-74.62680053710938,US,Fort Plain,500
Luke Airport,42.02370071411133,-75.95709991455078,US,Binghamton,1558
Six Ponds Airport,42.84120178222656,-74.17870330810547,US,Duanesburg,1125
Hiserts Airpark Inc Airport,42.983299255371094,-74.5167007446289,US,Eparatha,813
Hilltop Airport,42.664398193359375,-78.67310333251953,US,Colden,1385
Walters Municipal Airport,34.37260055541992,-98.40589904785156,US,Walters,1058
Harris Ranch Airport,36.24800109863281,-120.23799896240234,US,Coalinga,470
Valley Vista Airport,39.23759841918945,-83.26069641113281,US,Bainbridge,720
Dillon Field Airport,42.122222,-121.791667,US,Klamath Falls,4092
Andy Barnhart Memorial Airport,39.93090057373047,-84.01349639892578,US,New Carlisle,895
Morningstar North Airport,39.69729995727539,-84.5427017211914,US,West Alexandria,982
Pelz Field,39.9838981628418,-83.61329650878906,US,South Vienna,990
Riceland Aerodrome,41.60390090942383,-80.58979797363281,US,Andover,1115
Stub's Field,40.96739959716797,-81.20580291748047,US,Alliance,1130
Youngpeter Airport,40.78329849243164,-84.3677978515625,US,Delphos,815
Creager Airport,39.03010177612305,-84.04660034179688,US,Williamsburg,895
Gnadenhutten Airport,40.360801696777344,-81.42330169677734,US,Gnadenhutten,842
Merts Field,39.55350112915039,-83.85209655761719,US,Wilmington,1010
Vogel Airpark,40.96120071411133,-82.37069702148438,US,Savannah,1028
Valley Airport,34.70500183105469,-96.57669830322266,US,Ada,780
Okarche Airport,35.72999954223633,-97.96700286865234,US,Okarche,1239
Hopcus Farms Airport,35.59199905395508,-97.32779693603516,US,Jones,1110
Bearden Private Airport,34.728599548300004,-97.605796814,US,Lindsay,1180
Double W Airport,36.241798400878906,-96.13420104980469,US,Sand Springs,790
Flying G Ranch Airport,36.11669921875,-96.23359680175781,US,Sand Springs,890
Jazz Ranch Airport,35.321786,-97.040083,US,Shawnee,1080
Harrison Airport,36.877899169921875,-95.14910125732422,US,Welch,805
Cubehole Airport,44.364601135253906,-122.95800018310547,US,Brownsville,355
Maxwell Private Airport,45.312400817871094,-117.95899963378906,US,La Grande,2710
Cline Falls Air Park,44.283199310302734,-121.26899719238281,US,Redmond,2920
Murphy Ranch Airport,43.957401275634766,-118.13200378417969,US,Juntura,3465
Horst Airport,40.383399963378906,-76.46640014648438,US,Lebanon,450
Navarro Airport,40.37229919433594,-75.33769989013672,US,Sellersville,540
Neeb Airport,40.88059997558594,-75.63569641113281,US,Lehighton,825
Lehman Airport,41.31669998168945,-76.04959869384766,US,Lehman,1300
Giffin Airport,41.77790069580078,-76.13719940185547,US,Leraysville,840
Fox Hollow Airport,40.99340057373047,-76.90019989013672,US,Lewisburg,540
Harris Airport,39.82040023803711,-75.92579650878906,US,Lincoln University,575
Moyer Airport,40.29679870605469,-75.24800109863281,US,Line Lexington,330
Schulteis Airport,39.96039962768555,-77.25910186767578,US,Biglerville,680
Ashlawn Airport,41.62200164794922,-75.59629821777344,US,Clifford,1511
Karlindo Airport,39.75899887084961,-77.34750366210938,US,Fairfield,530
Countryside Airport,41.28369903564453,-76.03520202636719,US,Lehman,1260
Gravel Run Airport,41.750099182128906,-80.08309936523438,US,Cambridge Springs,1240
Stahl's Mountain Airport,41.74789810180664,-75.49739837646484,US,Union Dale,1950
Phil Cain Memorial Field,40.44179916381836,-79.55010223388672,US,Export,1210
Mountain Hide-Away Airport,40.72359848022461,-77.98739624023438,US,Millcreek,1604
Yingst Airport,40.39580154418945,-76.74579620361328,US,Harrisburg,701
Risker Field,40.37839889526367,-80.34950256347656,US,Bulger,1100
Mina Airport,38.38330078125,-118.10099792480469,US,Mina,4552
Scottsburg Airport,38.65729904174805,-85.79019927978516,US,Scottsburg,600
Rust Airstrip,33.33259963989258,-84.40190124511719,US,Woolsey,810
